energy,IPR
-57.708214,1.0
-57.708214,1.0
-57.708214,1.0
-57.708214,1.0
-57.708214,1.0
-57.708214,1.0
-57.708214,1.0
-57.708214,1.0
-57.708214,1.0
-57.708214,1.0
-57.708213,1.0
-57.708213,1.0
-57.708213,1.0
-57.708213,1.0
-57.708213,1.0
-57.708213,1.0
-57.708213,1.0
-57.708213,1.0
-57.708213,1.0
-57.708213,1.0
-57.708213,1.0
-57.708213,1.0
-57.708213,1.0
-57.708213,1.0
-57.708213,1.0
-57.667329,1.0
-57.667329,1.0
-57.667329,1.0
-57.667329,1.0
-57.667329,1.0
-57.667329,1.0
-57.667329,1.0
-57.667329,1.0
-57.667329,1.0
-57.667329,1.0
-57.667329,1.0
-57.667329,1.0
-57.667329,1.0
-57.667329,1.0
-57.667329,1.0
-57.667329,1.0
-57.667329,1.0
-57.667329,1.0
-57.667329,1.0
-57.667329,1.0
-57.667329,1.0
-57.667329,1.0
-57.667329,1.0
-57.667328,1.0
-57.667328,1.0
-57.566296,0.9428146949791884
-57.566296,0.9428146949791884
-57.566296,0.9428146949791884
-57.566296,0.9428146949791884
-57.566296,0.9428146949791884
-57.566296,0.9428146949791884
-57.566296,0.9428146949791884
-57.566296,0.9428146949791884
-57.566296,0.9428146949791884
-57.566296,0.9428146949791884
-57.566296,0.9428146949791884
-57.566296,0.9428146949791884
-57.566296,0.9428146949791884
-57.566296,0.9428146949791884
-57.566296,0.9428146949791884
-57.566296,0.9428146949791884
-57.566296,0.9428146949791884
-57.566296,0.9428146949791884
-57.566296,0.9428146949791884
-57.566296,0.9428146949791884
-57.566296,0.9428146949791884
-57.566296,0.9428146949791884
-57.566296,0.9428146949791884
-57.566296,0.9428146949791884
-57.566296,0.9428146949791884
-57.524478,0.970162509755463
-57.524478,0.970162509755463
-57.524478,0.970162509755463
-57.524478,0.970162509755463
-57.524478,0.970162509755463
-57.524478,0.970162509755463
-57.524478,0.970162509755463
-57.524478,0.970162509755463
-57.524478,0.970162509755463
-57.524478,0.970162509755463
-57.524478,0.970162509755463
-57.524478,0.970162509755463
-57.524478,0.970162509755463
-57.524478,0.970162509755463
-57.524478,0.970162509755463
-57.524478,0.970162509755463
-57.524478,0.970162509755463
-57.524477,0.970162509755463
-57.524477,0.970162509755463
-57.524477,0.970162509755463
-57.524477,0.970162509755463
-57.524477,0.970162509755463
-57.524477,0.970162509755463
-57.524477,0.970162509755463
-57.524477,0.970162509755463
-57.505069,0.9622882430267973
-57.505069,0.9622882430267973
-57.505069,0.9622882430267973
-57.505069,0.9622882430267973
-57.505069,0.9622882430267973
-57.505069,0.9622882430267973
-57.505069,0.9622882430267973
-57.505069,0.9622882430267973
-57.505069,0.9622882430267973
-57.505069,0.9622882430267973
-57.505069,0.9622882430267973
-57.505069,0.9622882430267973
-57.505069,0.9622882430267973
-57.505069,0.9622882430267973
-57.505069,0.9622882430267973
-57.505069,0.9622882430267973
-57.505069,0.9622882430267973
-57.505069,0.9622882430267973
-57.505069,0.9622882430267973
-57.505069,0.9622882430267973
-57.505069,0.9622882430267973
-57.505069,0.9622882430267973
-57.505069,0.9622882430267973
-57.505069,0.9622882430267973
-57.505069,0.9622882430267973
-57.491754,0.8707645031217484
-57.491754,0.8707645031217484
-57.491754,0.8707645031217484
-57.491754,0.8707645031217484
-57.491754,0.8707645031217484
-57.491754,0.8707645031217484
-57.491754,0.8707645031217484
-57.491754,0.8707645031217484
-57.491754,0.8707645031217484
-57.491754,0.8707645031217484
-57.491754,0.8707645031217484
-57.491754,0.8707645031217484
-57.491754,0.8707645031217484
-57.491754,0.8707645031217484
-57.491754,0.8707645031217484
-57.491754,0.8707645031217484
-57.491754,0.8707645031217484
-57.491754,0.8707645031217484
-57.491754,0.8707645031217484
-57.491754,0.8707645031217484
-57.491754,0.8707645031217484
-57.491754,0.8707645031217484
-57.491754,0.8707645031217484
-57.491754,0.8707645031217484
-57.491754,0.8707645031217484
-57.471141,0.8796257154006243
-57.471141,0.8796257154006243
-57.471141,0.8796257154006243
-57.471141,0.8796257154006243
-57.471141,0.8796257154006243
-57.471141,0.8796257154006243
-57.471141,0.8796257154006243
-57.471141,0.8796257154006243
-57.471141,0.8796257154006243
